table,register_name,bits,field_name,description,type,reset
Table 8-278: por_cxlapb_cxl_hdm_decoder_capability attributes,por_cxlapb_cxl_hdm_decoder_capability,[10],Poison_On_Decode_Err,If set the component is capable of returning poison on read access to addresses that are not positively decoded by any HDM Decoders in this component. If clear the component is not capable of returning poison under such scenarios.,RO,0x1
Table 8-278: por_cxlapb_cxl_hdm_decoder_capability attributes,por_cxlapb_cxl_hdm_decoder_capability,[9],Interleave_Support_14,If set the component supports interleaving based on Address bit 14 Address bit 13 and Address bit 12. Root ports and switches shall always set this bit indicating support for interleaving based on Address bits 14-12.,RO,0x0
Table 8-278: por_cxlapb_cxl_hdm_decoder_capability attributes,por_cxlapb_cxl_hdm_decoder_capability,[8],Interleave_Support_11,If set the component supports interleaving based on Address bit 11 Address bit 10 Address bit 9 and Address bit 8. Root Ports and Upstream Switch Ports shall always set this bit indicating support for interleaving based on Address bit 11-8.,RO,0x0
Table 8-278: por_cxlapb_cxl_hdm_decoder_capability attributes,por_cxlapb_cxl_hdm_decoder_capability,[7:4],Target_Count,"The number of target ports each decoder supports (applicable to Upstream Switch Port and Root Port only). Maximum of 8. 1: 1 target port, 2: 2 target ports, 4: 4 target ports, 8: 8 target ports, All other values are reserved",RO,0x1
Table 8-278: por_cxlapb_cxl_hdm_decoder_capability attributes,por_cxlapb_cxl_hdm_decoder_capability,[3:0],Decoder_Count,"Reports the number of memory address decoders implemented by the component. 0: 1 Decoder, 1: 2 Decoders, 2: 4 Decoders, 3: 6 Decoders, 4: 8 Decoders, 5: 10 Decoders, All other values are reserved",RO,0x4
Table 8-279: por_cxlapb_cxl_hdm_decoder_global_control attributes,por_cxlapb_cxl_hdm_decoder_global_control,[31:2],Reserved,Reserved,RO,-
Table 8-279: por_cxlapb_cxl_hdm_decoder_global_control attributes,por_cxlapb_cxl_hdm_decoder_global_control,[1],HDM_Decoder_Enable,This bit is only applicable to CXL.mem devices and shall return 0 on Root Ports and Upstream Switch Ports. When this bit is set device shall use HDM decoders to decode CXL.mem transactions and not use HDM Base registers in DVSEC ID 0. Root Ports and Upstream Switch Ports always use HDM Decoders to decode CXL.mem transactions.,RW,0x0
Table 8-279: por_cxlapb_cxl_hdm_decoder_global_control attributes,por_cxlapb_cxl_hdm_decoder_global_control,[0],Poison_On_Decode_Err,This bit is RO and is hard-wired to 0 if Poison On Decode Error Capability=0. If set the component returns poison on read access to addresses that are not positively decoded by the component. If clear the component returns all 1s data without a poison under such scenarios.,RW,0x0
Table 8-280: por_cxlapb_cxl_hdm_decoder_0-7_base_low attributes,por_cxlapb_cxl_hdm_decoder_0-7_base_low,[31:28],Memory_Base_Low_#{index},Corresponds to bits 31:28 of the base of the address range managed by decoder 0,RWL,0x0
Table 8-280: por_cxlapb_cxl_hdm_decoder_0-7_base_low attributes,por_cxlapb_cxl_hdm_decoder_0-7_base_low,[27:0],Reserved,Reserved,RO,-
Table 8-281: por_cxlapb_cxl_hdm_decoder_0-7_base_high attributes,por_cxlapb_cxl_hdm_decoder_0-7_base_high,[31:0],Memory_Base_High_#{index},Corresponds to bits 63:32 of the base of the address range managed by decoder 0.,RWL,0x0
Table 8-282: por_cxlapb_cxl_hdm_decoder_0-7_size_low attributes,por_cxlapb_cxl_hdm_decoder_0-7_size_low,[31:28],Memory_Size_Low_#{index},Corresponds to bits 31:28 of the size of the address range managed by decoder 0,RWL,0x0
Table 8-282: por_cxlapb_cxl_hdm_decoder_0-7_size_low attributes,por_cxlapb_cxl_hdm_decoder_0-7_size_low,[27:0],Reserved,Reserved,RO,-
Table 8-283: por_cxlapb_cxl_hdm_decoder_0-7_size_high attributes,por_cxlapb_cxl_hdm_decoder_0-7_size_high,[31:0],Memory_Size_High_#{index},Corresponds to bits 63:32 of the size of address range managed by decoder 0.,RWL,0x0
Table 8-284: por_cxlapb_cxl_hdm_decoder_0-7_control attributes,por_cxlapb_cxl_hdm_decoder_0-7_control,[31:13],Reserved,Reserved,RO,-
Table 8-284: por_cxlapb_cxl_hdm_decoder_0-7_control attributes,por_cxlapb_cxl_hdm_decoder_0-7_control,[12],Target_Device_Type_#{index},0 Target is a CXL Type 2 Device 1 Target is a CXL Type 3 Device,RWL,0x0
Table 8-284: por_cxlapb_cxl_hdm_decoder_0-7_control attributes,por_cxlapb_cxl_hdm_decoder_0-7_control,[11],Err_Not_Committed_#{index},Indicates the decode programming had an error and decoder is not active.,RWL,0x0
Table 8-284: por_cxlapb_cxl_hdm_decoder_0-7_control attributes,por_cxlapb_cxl_hdm_decoder_0-7_control,[10],Committed_#{index},Indicates the decoder is active,RWL,0x0
Table 8-284: por_cxlapb_cxl_hdm_decoder_0-7_control attributes,por_cxlapb_cxl_hdm_decoder_0-7_control,[9],Commit_#{index},Software sets this to 1 to commit this decoder,RWL,0x0
Table 8-284: por_cxlapb_cxl_hdm_decoder_0-7_control attributes,por_cxlapb_cxl_hdm_decoder_0-7_control,[8],Lock_On_Commit_#{index},If set all RWL fields in Decoder 0 registers will become read only when Committed changes to 1.,RWL,0x0
Table 8-284: por_cxlapb_cxl_hdm_decoder_0-7_control attributes,por_cxlapb_cxl_hdm_decoder_0-7_control,[7:4],Interleave_Ways_#{index},The number of targets across which this memory range is interleaved. 0 1 way 1 2 way 2 4 way 3 8 way Others All reserved,RWL,0x0
Table 8-284: por_cxlapb_cxl_hdm_decoder_0-7_control attributes,por_cxlapb_cxl_hdm_decoder_0-7_control,[3:0],Interleave_granularity_#{index},The number of consecutive bytes that are assigned to each target in the Target List. 0 256 Bytes 1 512 Bytes 2 1024 Bytes (1KB) 3 2048 Bytes (2KB) 4 4096 Bytes (4KB) 5 8192 Bytes (8KB) 4 16384 Bytes (16KB),RWL,0x0
Table 8-285: por_cxlapb_cxl_hdm_decoder_0-7_dpa_skip_low attributes,por_cxlapb_cxl_hdm_decoder_0-7_dpa_skip_low,[31:28],DPA_Skip_Low_#{index},Corresponds to bits 31:28 of the DPA Skip length which when non-zero specifies a length of DPA space that is skipped unmapped by any decoder prior to the HPA to DPA mapping provided by this decoder.,RWL,0x0
Table 8-285: por_cxlapb_cxl_hdm_decoder_0-7_dpa_skip_low attributes,por_cxlapb_cxl_hdm_decoder_0-7_dpa_skip_low,[27:0],Reserved,Reserved,RO,-
Table 8-286: por_cxlapb_cxl_hdm_decoder_0-7_dpa_skip_high attributes,por_cxlapb_cxl_hdm_decoder_0-7_dpa_skip_high,[63:32],Reserved,Reserved,RO,-
Table 8-286: por_cxlapb_cxl_hdm_decoder_0-7_dpa_skip_high attributes,por_cxlapb_cxl_hdm_decoder_0-7_dpa_skip_high,[31:0],DPA_Skip_High_#{index},Corresponds to bits 63:32 of the DPA Skip length which when non-zero specifies a length of DPA space that is skipped unmapped by any decoder prior to the HPA to DPA mapping provided by this decoder.,RWL,0x0
Table 8-287: por_cxlapb_snoop_filter_group_id attributes,por_cxlapb_snoop_filter_group_id,[31:16],Reserved,Reserved,RO,-
Table 8-287: por_cxlapb_snoop_filter_group_id attributes,por_cxlapb_snoop_filter_group_id,[15:0],Group_ID,Uniquely identifies a snoop filter instance that is used to track CXL.cache devices below this Port. All,RO,0x0
Table 8-288: por_cxlapb_snoop_filter_effective_size attributes,por_cxlapb_snoop_filter_effective_size,[31:0],Capacity,Effective Snoop Filter Capacity representing the size of cache that can be effectively tracked by the Snoop,RO,0x0
Table 8-289: por_cxlapb_dvsec_cxl_range_1_base_high attributes,por_cxlapb_dvsec_cxl_range_1_base_high,[31:0],Memory_Base_High,Corresponds to bits 63:32 of CXL Range 1 base in the host address space. Locked by,RWL,0x0
Table 8-290: por_cxlapb_dvsec_cxl_range_1_base_low attributes,por_cxlapb_dvsec_cxl_range_1_base_low,[31:28],Memory_Base_Low,Corresponds to bits 31:28 of CXL Range 1 base in the host address space. Locked by,RWL,0x0
Table 8-290: por_cxlapb_dvsec_cxl_range_1_base_low attributes,por_cxlapb_dvsec_cxl_range_1_base_low,[27:0],Reserved,Reserved,RO,-
Table 8-291: por_cxlapb_dvsec_cxl_range_2_base_high attributes,por_cxlapb_dvsec_cxl_range_2_base_high,[31:0],Memory_Base_High,Corresponds to bits 63:32 of CXL Range 2 base in the host address space. Locked by,RWL,0x0
Table 8-292: por_cxlapb_dvsec_cxl_range_2_base_low attributes,por_cxlapb_dvsec_cxl_range_2_base_low,[31:28],Memory_Base_Low,Corresponds to bits 31:28 of CXL Range 2 base in the host address space. Locked by,RWL,0x0
Table 8-292: por_cxlapb_dvsec_cxl_range_2_base_low attributes,por_cxlapb_dvsec_cxl_range_2_base_low,[27:0],Reserved,Reserved,RO,-
Table 8-293: por_cxlapb_dvsec_cxl_range_1_size_high attributes,por_cxlapb_dvsec_cxl_range_1_size_high,[31:0],Memory_Size_High,Corresponds to bits 63:32 of CXL Range 1 memory size.,RO,0x0
Table 8-294: por_cxlapb_dvsec_cxl_range_1_size_low attributes,por_cxlapb_dvsec_cxl_range_1_size_low,[31:28],Memory_Size_Low,Corresponds to bits 31:28 of CXL Range 1 memory size.,RO,0x0
Table 8-294: por_cxlapb_dvsec_cxl_range_1_size_low attributes,por_cxlapb_dvsec_cxl_range_1_size_low,[27:16],Reserved,Reserved,RO,-
Table 8-294: por_cxlapb_dvsec_cxl_range_1_size_low attributes,por_cxlapb_dvsec_cxl_range_1_size_low,[15:13],Memory_Active_Timeout,All other - Reserved,RO,0x1
Table 8-294: por_cxlapb_dvsec_cxl_range_1_size_low attributes,por_cxlapb_dvsec_cxl_range_1_size_low,[12:8],Desired_Interleave,all other settings are reserved.,RO,0x3
Table 8-294: por_cxlapb_dvsec_cxl_range_1_size_low attributes,por_cxlapb_dvsec_cxl_range_1_size_low,[7:5],Media_Class,CXL 2.0 and future CXL.mem devices shall set this field to 010.,RO,0x2
Table 8-294: por_cxlapb_dvsec_cxl_range_1_size_low attributes,por_cxlapb_dvsec_cxl_range_1_size_low,[4:2],Media_Type,Other encodings are reserved. CXL 2.0 and future CXL.mem devices shall set this field to 010.,RO,0x2
Table 8-294: por_cxlapb_dvsec_cxl_range_1_size_low attributes,por_cxlapb_dvsec_cxl_range_1_size_low,[1],Memory_Active,"When set, indicates that the CXL Range 1 memory is fully initialized and available for software use. Must be set within Range 1. Memory_Active_Timeout of deassertion of reset to CXL device if CXL.mem HwInit Mode=1.",RO,0x0
Table 8-294: por_cxlapb_dvsec_cxl_range_1_size_low attributes,por_cxlapb_dvsec_cxl_range_1_size_low,[0],Memory_Info_Valid,"When set, indicates that the CXL Range 1 Size high and Size Low registers are valid. Must be set within 1 second of deassertion of reset to CXL device.",RO,0x0
Table 8-295: por_cxlapb_dvsec_cxl_range_2_size_high attributes,por_cxlapb_dvsec_cxl_range_2_size_high,[31:0],Memory_Size_High,Corresponds to bits 63:32 of CXL Range 2 memory size.,RO,0x0
Table 8-296: por_cxlapb_dvsec_cxl_range_2_size_low attributes,por_cxlapb_dvsec_cxl_range_2_size_low,[31:28],Memory_Size_Low,Corresponds to bits 31:28 of CXL range 2 memory size.,RO,0x0
Table 8-296: por_cxlapb_dvsec_cxl_range_2_size_low attributes,por_cxlapb_dvsec_cxl_range_2_size_low,[27:16],Reserved,Reserved,RO,-
Table 8-296: por_cxlapb_dvsec_cxl_range_2_size_low attributes,por_cxlapb_dvsec_cxl_range_2_size_low,[15:13],Memory_Active_Timeout,All other - Reserved,RO,0x1
Table 8-296: por_cxlapb_dvsec_cxl_range_2_size_low attributes,por_cxlapb_dvsec_cxl_range_2_size_low,[12:8],Desired_Interleave,all other settings are reserved.,RO,0x3
Table 8-296: por_cxlapb_dvsec_cxl_range_2_size_low attributes,por_cxlapb_dvsec_cxl_range_2_size_low,[7:5],Media_Class,CXL 2.0 and future CXL.mem devices shall set this field to 010.,RO,0x2
Table 8-296: por_cxlapb_dvsec_cxl_range_2_size_low attributes,por_cxlapb_dvsec_cxl_range_2_size_low,[4:2],Media_Type,Other encodings are reserved. CXL 2.0 and future CXL.mem devices shall set this field to 010.,RO,0x2
Table 8-296: por_cxlapb_dvsec_cxl_range_2_size_low attributes,por_cxlapb_dvsec_cxl_range_2_size_low,[1],Memory_Active,"When set, indicates that the CXL range 2 memory is fully initialized and available for software use. Must be set within range 2. Memory_Active_Timeout of deassertion of reset to CXL device if CXL.mem HwInit Mode=1.",RO,0x0
Table 8-296: por_cxlapb_dvsec_cxl_range_2_size_low attributes,por_cxlapb_dvsec_cxl_range_2_size_low,[0],Memory_Info_Valid,"When set, indicates that the CXL range 2 Size high and Size Low registers are valid. Must be set within 1 second of deassertion of reset to CXL device.",RO,0x0
Table 8-297: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[31:15],Reserved,Reserved,RO,-
Table 8-297: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[14],Viral_Enable,When set enables Viral handling in the CXL device. Locked by CONFIG_LOCK. If 0 the CXL device may ignore the viral that it receives,RWL,0x0
Table 8-297: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[13:12],Reserved,Reserved,RO,-
Table 8-297: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[11],Cache_Clean_Eviction,Performance hint to the device. Locked by CONFIG_LOCK. 0 Indicates clean evictions from device caches are needed for best performance 1 Indicates clean evictions from device caches are NOT needed for best performance,RWL,0x0
Table 8-297: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[10:8],Cache_SF_Granularity,Performance hint to the device. Locked by CONFIG_LOCK. 000 Indicates 64B granular tracking on the Host 001 Indicates 128B granular tracking on the Host 010 Indicates 256B granular tracking on the Host 011 Indicates 512B granular tracking on the Host 100 Indicates 1KB granular tracking on the Host 101 Indicates 2KB granular tracking on the Host 110 Indicates 4KB granular tracking on the Host 111 Reserved,RWL,0x0
Table 8-297: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[7:3],Cache_SF_Coverage,Performance hint to the device. Locked by CONFIG_LOCK. 0x00 Indicates no Snoop Filter coverage on the Host For all other values of N Indicates Snoop Filter coverage on the Host of 2^(N+15d) Bytes.,RWL,0x0
Table 8-297: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[2],Mem_Enable,When set enables CXL.mem protocol operation when in Flex Bus.CXL mode. Locked by CONFIG_LOCK.,RWL,0x0
Table 8-297: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[1],IO_Enable,When set enables CXL.io protocol operation when in Flex Bus.CXL mode.,RWL,0x1
Table 8-297: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[0],Cache_Enable,When set enables CXL.cache protocol operation when in Flex Bus.CXL mode. Locked by CONFIG_LOCK.,RWL,0x0
Table 8-298: por_cxlapb_dvsec_cxl_control2 attributes,por_cxlapb_dvsec_cxl_control2,[31:4],Reserved,Reserved,RO,-
Table 8-298: por_cxlapb_dvsec_cxl_control2 attributes,por_cxlapb_dvsec_cxl_control2,[3],CXL_Reset_Mem_Clr_Enable,When set and CXL Reset Mem Clr Capable returns 1 Device shall clear or randomize volatile HDM ranges as part of the CXL Reset operation. When CXL Reset Mem Clr Capable is clear this bit is ignored and volatile HDM ranges may or may not be cleared or randomized during CXL Reset.,RW,0x0
Table 8-298: por_cxlapb_dvsec_cxl_control2 attributes,por_cxlapb_dvsec_cxl_control2,[2],Initiate_CXL_Reset,When set to 1 device shall initiate CXL Reset. This bit always returns the value of 0 when read by the software. A write of 0 is ignored.,RW,0x0
Table 8-298: por_cxlapb_dvsec_cxl_control2 attributes,por_cxlapb_dvsec_cxl_control2,[1],Initiate_Cache_Write_Back,When set to 1 device shall write back all modified lines in the local cache and invalidate all lines. The device shall send CacheFlushed message to host as required by CXL.Cache protocol to indicate it does not hold any modified lines.,RW,0x0
Table 8-298: por_cxlapb_dvsec_cxl_control2 attributes,por_cxlapb_dvsec_cxl_control2,[0],Disable_Caching,When set to 1 device shall no longer cache new modified lines in its local cache. Device shall continue to correctly respond to CXL.cache transactions.,RW,0x0
Table 8-299: por_cxlapb_dvsec_cxl_lock attributes,por_cxlapb_dvsec_cxl_lock,[31:1],Reserved,Reserved,RO,-
Table 8-299: por_cxlapb_dvsec_cxl_lock attributes,por_cxlapb_dvsec_cxl_lock,[0],CONFIG_LOCK,When set all register fields in the PCIe DVSEC for CXL Devices Capability with RWL attribute,RW,0x0
Table 8-300: por_cxlapb_dvsec_flex_bus_port_control attributes,por_cxlapb_dvsec_flex_bus_port_control,[31:7],Reserved,Reserved,RO,-
Table 8-300: por_cxlapb_dvsec_flex_bus_port_control attributes,por_cxlapb_dvsec_flex_bus_port_control,[6],CXL_Multi_Logical_Device_Enable,When set enable Multi-Logical Device operation when in Flex Bus.CXL mode,RW,0x0
Table 8-300: por_cxlapb_dvsec_flex_bus_port_control attributes,por_cxlapb_dvsec_flex_bus_port_control,[5],CXL2p0_Enable,When set enable CXL2.0 protocol operation when in Flex Bus.CXL mode.,RW,0x0
Table 8-300: por_cxlapb_dvsec_flex_bus_port_control attributes,por_cxlapb_dvsec_flex_bus_port_control,[4:3],Reserved,Reserved,RO,-
Table 8-300: por_cxlapb_dvsec_flex_bus_port_control attributes,por_cxlapb_dvsec_flex_bus_port_control,[2],Mem_Enable,When set enables CXL.mem protocol operation when in Flex Bus.CXL mode.,RW,0x0
Table 8-300: por_cxlapb_dvsec_flex_bus_port_control attributes,por_cxlapb_dvsec_flex_bus_port_control,[1],Reserved,Reserved,RO,-
Table 8-300: por_cxlapb_dvsec_flex_bus_port_control attributes,por_cxlapb_dvsec_flex_bus_port_control,[0],Cache_Enable,When set enables CXL.cache protocol operation when in Flex Bus.CXL mode.,RW,0x0
Table 8-301: por_cxlapb_err_capabilities_control attributes,por_cxlapb_err_capabilities_control,[31:14],Reserved,Reserved,RO,-
Table 8-301: por_cxlapb_err_capabilities_control attributes,por_cxlapb_err_capabilities_control,[13],Poison_Enabled,If this bit is 0 CXL 1.1 Upstream Ports CXL 1.1 Downstream Ports and CXL 2.0 Root Port shall,RW,0x0
Table 8-301: por_cxlapb_err_capabilities_control attributes,por_cxlapb_err_capabilities_control,[12:0],Reserved,Reserved,RO,-
Table 8-302: por_cxlapb_IDE_key_refresh_time_control attributes,por_cxlapb_IDE_key_refresh_time_control,[31:0],Tx_Key_Refresh_Time,Minimum number of flits transmitter needs to block transmission of protocol flits after IDE.Start has sent. Used when switching keys.,RW,0x0
Table 8-303: por_cxlapb_IDE_truncation_transmit_delay_control attributes,por_cxlapb_IDE_truncation_transmit_delay_control,[31:8],Reserved,Reserved,RO,-
Table 8-303: por_cxlapb_IDE_truncation_transmit_delay_control attributes,por_cxlapb_IDE_truncation_transmit_delay_control,[7:0],Tx_truncation_transmit_delay,This parameter feeds into the computation of minimum number of IDE idle flits Transmitter needs send after sending a truncated MAC flit.,RW,0x0
Table 8-304: por_cxlapb_ll_to_ull_msg attributes,por_cxlapb_ll_to_ull_msg,[63:0],msg_payload,Contains 64 bits of message sent from ll to ull,RW,0x0
Table 8-305: por_cxlapb_cxl_timeout_iso_ctl attributes,por_cxlapb_cxl_timeout_iso_ctl,[31:27],rsvdp4,Reserved,RW,0x0
Table 8-305: por_cxlapb_cxl_timeout_iso_ctl attributes,por_cxlapb_cxl_timeout_iso_ctl,[26],iso_interrupt_enable,When Set this bit enables the generation of an interrupt to indicate that Isolation has been triggered.,RW,0x0
Table 8-305: por_cxlapb_cxl_timeout_iso_ctl attributes,por_cxlapb_cxl_timeout_iso_ctl,[25],iso_err_cor_enable,When Set this bit enables the sending of an ERR_COR Message to indicate Isolation has been triggered.,RW,0x0
Table 8-305: por_cxlapb_cxl_timeout_iso_ctl attributes,por_cxlapb_cxl_timeout_iso_ctl,[24:20],rsvdp3,Reserved,RW,0x0
Table 8-305: por_cxlapb_cxl_timeout_iso_ctl attributes,por_cxlapb_cxl_timeout_iso_ctl,[19],cxl_cache_iso_linkdown_enable,This field allows System Software to trigger link down on the CXL Root Port if CXL.cache enters Isolation mode.,RW,0x0
Table 8-305: por_cxlapb_cxl_timeout_iso_ctl attributes,por_cxlapb_cxl_timeout_iso_ctl,[18],cxl_cache_iso_enable,This field allows System Software to enable CXL.cache Isolation actions.,RW,0x0
Table 8-305: por_cxlapb_cxl_timeout_iso_ctl attributes,por_cxlapb_cxl_timeout_iso_ctl,[17],cxl_mem_iso_linkdown_enable,This field allows System Software to trigger link down on the CXL Root Port if CXL.mem enters Isolation mode.,RW,0x0
Table 8-305: por_cxlapb_cxl_timeout_iso_ctl attributes,por_cxlapb_cxl_timeout_iso_ctl,[16],cxl_mem_iso_enable,This field allows System Software to enable CXL.mem Isolation actions. If this field is set Isolation actions will be triggered if either a CXL.mem Transaction Timeout is detected or if the CXL link went down.,RW,0x0
Table 8-305: por_cxlapb_cxl_timeout_iso_ctl attributes,por_cxlapb_cxl_timeout_iso_ctl,[15:13],rsvdp2,Reserved,RW,0x0
Table 8-305: por_cxlapb_cxl_timeout_iso_ctl attributes,por_cxlapb_cxl_timeout_iso_ctl,[12],cxl_cache_txn_timeout_enable,-,RW,0x0
Table 8-305: por_cxlapb_cxl_timeout_iso_ctl attributes,por_cxlapb_cxl_timeout_iso_ctl,[11:8],cxl_cache_txn_timeout_value,In CXL Root Port Functions that support Transaction Timeout programmability this field allows system software to modify the Transaction Timeout Value for CXL.cache.,RW,0x0
Table 8-305: por_cxlapb_cxl_timeout_iso_ctl attributes,por_cxlapb_cxl_timeout_iso_ctl,[7:5],rsvdp1,Reserved,RW,0x0
Table 8-305: por_cxlapb_cxl_timeout_iso_ctl attributes,por_cxlapb_cxl_timeout_iso_ctl,[4],cxl_mem_txn_timeout_enable,When Set this bit enables CXL.mem Transaction Timeout mechanism.,RW,0x0
Table 8-305: por_cxlapb_cxl_timeout_iso_ctl attributes,por_cxlapb_cxl_timeout_iso_ctl,[3:0],cxl_mem_txn_timeout_value,In CXL Root Port Functions that support Transaction Timeout programmability this field allows system software to modify the Transaction Timeout Value for CXL.mem.,RW,0x0
Table 8-306: por_cxlapb_cxl_timeout_iso_capability attributes,por_cxlapb_cxl_timeout_iso_capability,[63:32],Reserved,Reserved,RO,-
Table 8-306: por_cxlapb_cxl_timeout_iso_capability attributes,por_cxlapb_cxl_timeout_iso_capability,[31:27],iso_interrupt_message_number,This field indicates which MSI/MSI-X vector is used for the interruptmessage generated in association with the CXL Timeout and Isolation Capability structure.,RO,0x0
Table 8-306: por_cxlapb_cxl_timeout_iso_capability attributes,por_cxlapb_cxl_timeout_iso_capability,[26],iso_interrupt_supported,This field indicates support for signaling interrupt when Isolation is triggered.,RO,0x1
Table 8-306: por_cxlapb_cxl_timeout_iso_capability attributes,por_cxlapb_cxl_timeout_iso_capability,[25],iso_err_cor_supported,"If Set, this bit indicates that the Root Port supports the ability to signal with ERR_COR when Isolation is triggered.",RO,0x1
Table 8-306: por_cxlapb_cxl_timeout_iso_capability attributes,por_cxlapb_cxl_timeout_iso_capability,[24:20],rsvdp3,Reserved,RO,0x0
Table 8-306: por_cxlapb_cxl_timeout_iso_capability attributes,por_cxlapb_cxl_timeout_iso_capability,[19],cxl_cache_iso_linkdown_supported,This field indicates support for triggering Link-Down on the CXL Root Port if CXL.cache enters Isolation mode.,RO,0x0
Table 8-306: por_cxlapb_cxl_timeout_iso_capability attributes,por_cxlapb_cxl_timeout_iso_capability,[18],cxl_cache_iso_supported,This field indicates support for Isolation on CXL.cache.,RO,0x0
Table 8-306: por_cxlapb_cxl_timeout_iso_capability attributes,por_cxlapb_cxl_timeout_iso_capability,[17],cxl_mem_iso_linkdown_supported,This field indicates support for triggering Link-Down on the CXL port if CXL.mem enters Isolation mode.,RO,0x1
Table 8-306: por_cxlapb_cxl_timeout_iso_capability attributes,por_cxlapb_cxl_timeout_iso_capability,[16],cxl_mem_iso_supported,This field indicates support for Isolation on CXL.mem.,RO,0x1
Table 8-306: por_cxlapb_cxl_timeout_iso_capability attributes,por_cxlapb_cxl_timeout_iso_capability,[15:13],rsvdp2,Reserved,RO,0x0
Table 8-306: por_cxlapb_cxl_timeout_iso_capability attributes,por_cxlapb_cxl_timeout_iso_capability,[12],cxl_cache_txn_timeout_supported,-,RO,0x0
Table 8-306: por_cxlapb_cxl_timeout_iso_capability attributes,por_cxlapb_cxl_timeout_iso_capability,[11:8],cxl_cache_txn_timeout_range,In CXL Root Port Functions that support Transaction Timeout programmability this field allows system software to modify the Transaction Timeout Range for CXL.cache.,RO,0x1
Table 8-306: por_cxlapb_cxl_timeout_iso_capability attributes,por_cxlapb_cxl_timeout_iso_capability,[7:5],rsvdp1,Reserved,RO,0x0
Table 8-306: por_cxlapb_cxl_timeout_iso_capability attributes,por_cxlapb_cxl_timeout_iso_capability,[4],cxl_mem_txn_timeout_supported,When Set indicates support for CXL.mem Transaction Timeout mechanism.,RO,0x1
Table 8-306: por_cxlapb_cxl_timeout_iso_capability attributes,por_cxlapb_cxl_timeout_iso_capability,[3:0],cxl_mem_txn_timeout_range,In CXL Root Port Functions that support Transaction Timeout programmability this field allows system software to modify the Transaction Timeout ranges for CXL.mem.,RO,0x1
Table 8-307: por_cxlapb_cxl_timeout_iso_status attributes,por_cxlapb_cxl_timeout_iso_status,[31:15],Reserved,Reserved,RO,-
Table 8-307: por_cxlapb_cxl_timeout_iso_status attributes,por_cxlapb_cxl_timeout_iso_status,[14],cxl_rp_busy,"When either the CXL.mem Isolation Status bit or the CXL.cacheIsolation Status bit is Set and this bit is Set, the Root Port is busy with internal activity that must complete before software is permitted to Clear the CXL.mem Isolation Status bit and the CXL.cache Isolation Status bit.",RW,0x0
Table 8-307: por_cxlapb_cxl_timeout_iso_status attributes,por_cxlapb_cxl_timeout_iso_status,[13],cxl_cache_iso_linkdown_status,This field indicates that Isolation Mode for CXL.cache was triggered due to link down.,RW,0x0
Table 8-307: por_cxlapb_cxl_timeout_iso_status attributes,por_cxlapb_cxl_timeout_iso_status,[12],cxl_cache_iso_status,This field indicates that Isolation mode for CXL.cachewas triggered.,RW,0x0
Table 8-307: por_cxlapb_cxl_timeout_iso_status attributes,por_cxlapb_cxl_timeout_iso_status,[11:10],rsvdp3,Reserved,RW,0x0
Table 8-307: por_cxlapb_cxl_timeout_iso_status attributes,por_cxlapb_cxl_timeout_iso_status,[9],cxl_mem_iso_linkdown_status,This field indicates that Isolation Mode for CXL.mem was triggered due to link down,RW,0x0
Table 8-307: por_cxlapb_cxl_timeout_iso_status attributes,por_cxlapb_cxl_timeout_iso_status,[8],cxl_mem_iso_status,This field indicates that Isolation mode for CXL.mem was triggered.,RW,0x0
Table 8-307: por_cxlapb_cxl_timeout_iso_status attributes,por_cxlapb_cxl_timeout_iso_status,[7:5],rsvdp2,Reserved,RW,0x0
Table 8-307: por_cxlapb_cxl_timeout_iso_status attributes,por_cxlapb_cxl_timeout_iso_status,[4],cxl_cache_txn_timeout,"When Set, this indicates that a CXL.cache transaction timed out.",RW,0x0
Table 8-307: por_cxlapb_cxl_timeout_iso_status attributes,por_cxlapb_cxl_timeout_iso_status,[3:1],rsvdp1,Reserved,RW,0x0
Table 8-307: por_cxlapb_cxl_timeout_iso_status attributes,por_cxlapb_cxl_timeout_iso_status,[0],cxl_mem_txn_timeout,"When Set, this indicates that a CXL.mem transaction timed out.",RW,0x0
Table 8-308: por_cxlapb_CXL_Cache_ID_Decoder_Capability attributes,por_cxlapb_CXL_Cache_ID_Decoder_Capability,[31:1],Reserved,Reserved,RO,-
